"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"40375929","VILLA FIORITA","Brooklyn","7720","18 AVENUE","11214","7188377950","Italian","2016-05-05T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","11","A","2016-05-05T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.612046726678","-73.997345555177","311","43","027600","3161451","3062480050","BK28"
"50088667","LEYLA","Manhattan","108","WEST   74 STREET","10023","3473347939","Mediterranean","2021-09-01T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","20",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.778896614003","-73.978263293554","107","06","015700","1030021","1011450037","MN14"
"50088667","LEYLA","Manhattan","108","WEST   74 STREET","10023","3473347939","Mediterranean","2021-09-01T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","20",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.778896614003","-73.978263293554","107","06","015700","1030021","1011450037","MN14"
"41713447","NYC GENTLEMEN'S CLUB","Queens","2650","B Q E WEST","11377","7182670800","American","2020-02-09T00:00:00.000","Violations were cited in the following area(s).","09A","Canned food product observed dented and not segregated from other consumable food items.","Not Critical","11","A","2020-02-09T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.761652825795","-73.902148856194","401","22","029700","4022555","4010190002","QN63"
"50098376","MARKET CAFE","Manhattan","425","LEXINGTON AVENUE","10017","2126816300","American","2019-11-15T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","46",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.75241734621","-73.975319553347","106","04","009200","1036162","1012980023","MN19"
"41299987","DUNKIN","Bronx","209","WEST  231 STREET","10463","7184322741","Donuts","2016-08-16T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","13","A","2016-08-16T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.879097412953","-73.905132297295","208","11","028900","2083161","2057040047","BX29"
"50008942","VIVI BUBBLE TEA","Brooklyn","5924","8TH AVE","11220","7184390288","Coffee/Tea","2018-11-27T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","25",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.635887584317","-74.009155174089","307","38","010400","3016428","3008660049","BK34"
"40368809","P.J.' S","Queens","18925","UNION TURNPIKE","11366","3472683989","American","2020-03-14T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","12","A","2020-03-14T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.729537226386","-73.779969217943","408","23","133300","4155094","4072060034","QN41"
"50101513","LENNY'S WEST INDIAN COOKHOUSE","Queens","11206","LIBERTY AVE","11419","7189741110","Caribbean","2020-02-22T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","11","N",,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.685121420737","-73.830119637042","410","28","010000","4202528","4095350003","QN55"
"50060716","TAQUERIA LA ROQUETA","Staten Island","226","PORT RICHMOND AVENUE","10302","7182732442","Mexican","2017-10-19T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","12","A","2017-10-19T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.635737069622","-74.134967406913","501","49","020700","5025511","5010820073","SI28"
"50058139","JANE","Manhattan","100","WEST HOUSTON STREET","10012","2122547000","American","2019-12-10T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","26","B","2019-12-10T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.727151709687","-74.000349969603","102","01","006500","1008277","1005250061","MN23"
"41294647","PIO PIO","Manhattan","210","EAST   34 STREET","10016","2124810034","Peruvian","2022-01-06T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","27",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.745522989214","-73.97767875045","106","02","007000","1020134","1009140055","MN20"
"41096117","KOI","Manhattan","40","WEST   40 STREET","10018","2129213330","Japanese","2017-08-16T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","9","A","2017-08-16T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.753052909376","-73.983891505185","105","04","008400","1080745","1008410071","MN17"
"41185899","POCHA 32","Manhattan","15","WEST   32 STREET","10001","2122791876","Korean","2022-02-16T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","32",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.747442915433","-73.986170169402","105","04","007600","1083631","1008340049","MN17"
"50072470","K & J FRIED CHICKEN AND BURGER","Brooklyn","415","MOTHER GASTON BOULEVARD","11212","9172090001","Chicken","2019-09-25T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","34",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.668740589748","-73.906604197022","316","41","090800","3084010","3037430014","BK81"
"50047261","SOUL CITY RESTAURANT","Queens","11464","MERRICK BLVD","11434","7187516509","Soul Food","2019-12-26T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2019-12-26T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.690585827568","-73.778414268302","412","27","026600","4267218","4123340327","QN01"
"50017825","NEW JW GOLDEN BAKERY","Brooklyn","6017","4 AVENUE","11220","7187659199","Bakery Products/Desserts","2020-03-02T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","2020-03-02T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.640673343373","-74.018578306354","307","38","012200","3143410","3057820003","BK32"
"50002580","OCHE A TU GUSTO","Manhattan","1573","ST NICHOLAS AVENUE","10040","6469644361","Latin American","2016-08-01T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","17","B","2016-08-01T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.854069755945","-73.930266013953","112","10","027900","1064011","1021680046","MN35"
"41165361","BLT STEAK","Manhattan","106","EAST   57 STREET","10022","2127527470","Steakhouse","2016-04-21T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical","7","A","2016-04-21T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.76137228858","-73.970230021121","105","04","011203","1036897","1013110065","MN19"
"41255390","27 SPORTS BAR & CAFE","Bronx","2","WEST MOUNT EDEN AVENUE","10452","7187313585","Latin American","2019-02-26T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","36",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.844397949719","-73.914915336046","204","14","020900","2008329","2028590044","BX63"
"50087226","MCDONALD'S","Bronx","86","EAST  167 STREET","10452","7325159898","Hamburgers","2019-08-14T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","11",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.8351955943","-73.919773279133","204","16","019700","2117447","2024790024","BX63"
"41685002","NEW PUNJAB RESTAURANT & GRILL","Brooklyn","691","CONEY ISLAND AVENUE","11218","7188566207","Pakistani","2018-12-12T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","12","A","2018-12-12T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.640582862552","-73.969149099187","314","40","152200","3118213","3051410140","BK42"
"41530569","BLACK ANT","Manhattan","60","2 AVENUE","10003","2125980300","Mexican","2019-08-13T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","23",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.725820034169","-73.989677907724","103","02","003800","1006165","1004450004","MN22"
"50056933","NATURAL FOOD DELI","Manhattan","2180","3 AVENUE","10035","2123488800","American","2019-09-24T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","22",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.799791803037","-73.938662941545","111","08","018200","1089075","1017670028","MN34"
"50046567","PRINCE COFFEE HOUSE","Bronx","2306","ARTHUR AVENUE","10458","6468751868","Coffee/Tea","2020-03-12T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2020-03-12T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.853645002001","-73.889198445679","206","15","039100","2012119","2030730001","BX06"
"41637941","KENNEDY CHICKEN &SANDWICHES","Bronx","101","EAST  167 STREET","10452","3472716218","Chicken","2019-12-17T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","19","B","2019-12-17T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.835049786626","-73.919292818992","204","16","019700","2002850","2024650001","BX63"
"41711530","GALLAGHER'S","Manhattan","228","WEST   52 STREET","10019","2122455336","American","2017-09-07T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","20",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.762903825253","-73.983719449238","105","03","013100","1024819","1010230048","MN17"
"40959012","CARVEL","Brooklyn","1652","86 STREET","11214","7182365928","Frozen Desserts","2019-11-12T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.609334746392","-74.006108215514","311","43","018000","3166388","3063640045","BK27"
"50098490","A&A FOOD MARKET","Manhattan","481","AMSTERDAM AVENUE","10024","2127698935","Sandwiches","2020-03-11T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.785818505083","-73.976361573045","107","06","016900","1032105","1012140001","MN12"
"50043911","BREAD & JOE","Brooklyn","618","4 AVENUE","11215","3472234865","Coffee/Tea","2019-03-27T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","7","A","2019-03-27T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.664713452915","-73.993605539333","307","38","014300","3008953","3006300035","BK37"
"40979852","L'ITALIANO TRATTORIA","Queens","21601","HORACE HARDING EXPRESSWAY","11364","7182242536","Italian","2018-02-08T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2018-02-08T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.747835149791","-73.761379579897","411","23","139900","4160845","4074670030","QN46"
"50077566","JANE FAST FOOD","Queens","8622","BROADWAY","11373","6463066186","Chinese","2019-07-15T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","31",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.738040379566","-73.877234298614","404","25","047300","4038767","4015490020","QN29"
"50096003","MIKE'S DAKOTA DINER","Staten Island","921","RICHMOND AVENUE","10314","7189839286","American","2020-03-04T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","13","A","2020-03-04T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.623999411116","-74.14901792743","501","49","030301","5029208","5014770014","SI12"
"50096003","MIKE'S DAKOTA DINER","Staten Island","921","RICHMOND AVENUE","10314","7189839286","American","2020-03-04T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","13","A","2020-03-04T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.623999411116","-74.14901792743","501","49","030301","5029208","5014770014","SI12"
"40582271","LECHON HORNADO ECUATORIANO","Queens","7618","ROOSEVELT AVENUE","11372","7182057357","Latin American","2019-10-31T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","52",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.747050017419","-73.889322281844","404","25","026700","4036751","4014870006","QN29"
"40928775","CAPITALE","Manhattan","130","BOWERY","10013","2123345500","Continental","2018-08-22T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2018-08-22T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.718777303208","-73.994686183482","102","01","004100","1006952","1004700061","MN24"
"41459932","FARMERS PIZZA & GRILL","Queens","11725","FARMERS BOULEVARD","11412","7187232003","American","2017-12-11T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","8","A","2017-12-11T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.690808741946","-73.762265980159","412","27","039400","4000000","4126000001","QN08"
"40751835","THE ROXY HOTEL","Manhattan","32","WHITE STREET","10013","2125193565","American","2019-05-08T00:00:00.000","Violations were cited in the following area(s).","22A","Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Re-inspection","40.71877184192","-74.00466446992","101","01","003300","1088221","1001910001","MN24"
"41224482","SIDE BAR","Manhattan","120","EAST   15 STREET","10003","2126772900","American","2018-07-23T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","58",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.73454274086","-73.988052800161","106","02","005000","1084936","1008700024","MN21"
"50099727","JE COFFEE SHOP","Brooklyn","162","IRVING AVENUE","11237","7184844060","Coffee/Tea","2020-01-14T00:00:00.000","Violations were cited in the following area(s).","20D","“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Re-inspection","40.702308485574","-73.920197097037","304","37","042900","3325539","3032470036","BK77"
"50000039","INTELLIGENTSIA COFFEE","Manhattan","180","10 AVENUE","10011","2129339736","Coffee/Tea","2019-04-25T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","2019-04-25T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.746208487014","-74.005229397631","104","03","008900","1088996","1007187502","MN13"
"50093487","EAST HARBOR SEAFOOD PALACE","Brooklyn","714","65 STREET","11220","7187650098","Seafood","2019-06-27T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2019-06-27T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.633617134143","-74.014206067938","310","38","012000","3144235","3058300012","BK34"
"41006183","KITTERY","Brooklyn","338","UNION STREET","11231","7186433293","Seafood","2018-12-01T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","26",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.681497760269","-73.993589501886","306","39","007500","3007268","3004360010","BK33"
"50074002","GOLD GRILL PIZZERIA","Staten Island","819","FOREST AVENUE","10310","7186738341","Pizza","2018-09-17T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","21","B","2018-09-17T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.628936288323","-74.116756828707","501","49","012500","5005928","5002200062","SI22"
"41358592","ZERO OTTO NOVE TRATTORIA","Bronx","2357","ARTHUR AVENUE","10458","7182201027","Italian","2018-03-21T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","21",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.854533567039","-73.888445066038","206","15","039100","2094635","2030650055","BX06"
"50062879","STARBUCKS COFFEE","Manhattan","74","7 AVENUE","10011","9175760691","Coffee/Tea","2019-10-10T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","22",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.73913809543","-73.99926745712","104","03","008100","1013735","1007640042","MN13"
"50103051","FISHERMANS COVE","Brooklyn","1126","EASTERN PARKWAY","11213","9174763133","Caribbean","2021-12-03T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","11",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.668760441996","-73.930705627273","309","41","034900","3037570","3013970005","BK61"
"40395087","AUSTINS ALE HOUSE","Queens","8270","AUSTIN STREET","11415","7188493939","American","2017-11-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2017-11-16T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.709629396049","-73.830024473794","409","29","077500","4079721","4033370081","QN60"
"41631475","SUBWAY (+ STAR MINI MART)","Queens","14716","NORTHERN BOULEVARD","11354","7183595501","Sandwiches","2018-04-10T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","20",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.765158577373","-73.819095506444","407","20","116300","4113528","4050160027","QN51"
"41111464","100 FUN","Brooklyn","932934","60 STREET",,"7184368883","Asian/Asian Fusion","2018-02-28T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","16","B","2018-02-28T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","0","0",,,,,"3",
"41641108","LITTLE CAESARS","Queens","11410","SUTPHIN BLVD","11434","3474549670","Pizza","2019-04-16T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2019-04-16T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.685945403047","-73.793656647688","412","28","019000","4536108","4119800006","QN76"
"41639470","SERAFINA","Manhattan","7","9 AVENUE","10014","6469644494","Italian","2019-12-02T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Initial Inspection","40.739596297046","-74.006358371758","102","03","007900","1012193","1006440054","MN23"
"50088630","TIA DELI JUICE","Bronx","962","EAST  167 STREET","10459","3474472135","Juice, Smoothies, Fruit Salads","2019-09-26T00:00:00.000","Violations were cited in the following area(s).","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.","Critical","24",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.826779122449","-73.891678759662","202","17","012701","2006031","2027440022","BX27"
"50045140","AUNTIE GUAN'S KITCHEN 108","Manhattan","108","WEST   14 STREET","10011","2122068388","Chinese","2018-09-14T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","21",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.737592767193","-73.997434355361","102","03","007100","1010643","1006090034","MN23"
"41460683","BASIL","Brooklyn","268","KINGSTON AVENUE","11213","7182858777","Jewish/Kosher","2018-07-26T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","79",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.67022425627","-73.942127850309","308","35","033700","3032779","3012640035","BK61"
"50008187","SALUD Y ESPERANZA","Manhattan","2135","2 AVENUE","10029","9173329099","Spanish","2018-07-26T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","5","A","2018-07-26T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.793007853065","-73.940702500434","111","08","018000","1052443","1016590027","MN34"
"50070205","MADE FRESH DAILY","Manhattan","226","FRONT STREET","10038","2122852253","Coffee/Tea","2019-09-16T00:00:00.000","No violations were recorded at the time of this inspection.",,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2022-03-21T06:00:44.000","Administrative Miscellaneous / Initial Inspection","40.707512873941","-74.002167727074","101","01","001501","1001342","1000970036","MN25"
"50063114","PUBLIC ROOF TOP","Manhattan","215","CHRYSTIE ST/PUBLIC ARTS",,"2127356000","American","2019-02-26T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","2",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Compliance Inspection","0","0",,,,,"1",
"50107768","Cuisine by Claudette","Queens","10332","ROCKAWAY BEACH BLVD","11694","9179351266","Juice, Smoothies, Fruit Salads","2022-01-13T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","2022-01-13T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.583377906366","-73.824831617252","414","32","093800","4303816","4161760001","QN10"
"40868717","ALICE'S TEA CUP","Manhattan","102","WEST   73 STREET","10023","2127993006","American","2018-11-01T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","19",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.77827913835","-73.978765385286","107","06","015700","1029939","1011440034","MN14"
"50045140","AUNTIE GUAN'S KITCHEN 108","Manhattan","108","WEST   14 STREET","10011","2122068388","Chinese","2018-05-21T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","23","B","2018-05-21T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.737592767193","-73.997434355361","102","03","007100","1010643","1006090034","MN23"
"41041594","THE DUGOUT","Bronx","880","RIVER AVENUE","10452","7185886912","American","2019-05-18T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","49",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.828326702476","-73.92562452986","204","08","019500","2002988","2024840009","BX63"
"41367985","KENNEDY FRIED CHICKEN","Bronx","548","EAST  138 STREET","10454","7184015980","Chicken","2021-09-09T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","10",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.806961826246","-73.917878484853","201","08","002500","2000047","2022650045","BX39"
"41646302","EAST GARDEN","Queens","31-10","36 AVENUE","11106","7187291188","Chinese","2019-02-19T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Initial Inspection","40.756485341739","-73.929581690816","401","26","005100","4007904","4006000030","QN68"
